Chromosome	Start	End	Karyotype_band	Strand	Gene_stable_ID	Gene_name	HGNC_symbol	Gene_type
16	838046	850737	p13.3	1	ENSG00000127586	CHTF18	CHTF18	protein_coding
16	50776216	50776288	q12.1	1	ENSG00000264947	hsa-mir-3181		miRNA
16	21358460	21363459	p12.2	1	ENSG00000257403	CTD-2547E10.3		pseudogene
16	50817770	50837249	q12.1	-1	ENSG00000260616	RP11-327F22.4		antisense
16	50840579	50841540	q12.1	1	ENSG00000261703	RP11-327F22.5		lincRNA
16	21391313	21403412	p12.2	1	ENSG00000158482	SNX29P1	SNX29P1	pseudogene
16	50890525	50913189	q12.1	-1	ENSG00000260042	CTD-2034I21.1		lincRNA
16	50903366	50903486	q12.1	-1	ENSG00000199771	RNA5SP426	RNA5SP426	rRNA
16	50914120	50918012	q12.1	1	ENSG00000263082	CTD-2034I21.2		lincRNA
16	50918120	50934962	q12.1	1	ENSG00000261241	RP11-883G14.1		lincRNA
16	51051669	51069688	q12.1	1	ENSG00000261637	RP11-883G14.2		lincRNA
16	21458004	21531765	p12.2	-1	ENSG00000180747	CTD-2547E10.2		pseudogene
16	51069029	51072675	q12.1	-1	ENSG00000260605	RP11-883G14.3		lincRNA
16	51088639	51090310	q12.1	-1	ENSG00000260620	RP11-883G14.4		lincRNA
16	51141482	51141932	q12.1	1	ENSG00000261282	SOD1P2	SOD1P2	pseudogene
16	51183150	51183730	q12.1	1	ENSG00000261238	AC009166.5		antisense
16	51277965	51278034	q12.1	1	ENSG00000261047	AC137527.2		pseudogene
16	51311763	51313023	q12.1	1	ENSG00000260818	UNGP1	UNGP1	pseudogene
16	29911696	29931185	p11.2	1	ENSG00000174939	ASPHD1	ASPHD1	protein_coding
16	51388367	51390443	q12.1	-1	ENSG00000260850	RP11-437L7.1		lincRNA
16	21468647	21468750	p12.2	-1	ENSG00000238954	snoU13		snoRNA
16	21517370	21517456	p12.2	-1	ENSG00000265462	MIR3680-1	MIR3680-2	miRNA
16	21517370	21517456	p12.2	-1	ENSG00000265462	MIR3680-1	MIR3680-1	miRNA
16	21531151	21531686	p12.2	-1	ENSG00000258186	SLC7A5P2	SLC7A5P2	pseudogene
16	21544266	21561694	p12.2	-1	ENSG00000257639	CTB-31N19.2		pseudogene
16	90106169	90114181	q24.3	-1	ENSG00000222019	URAHP	URAHP	pseudogene
16	90168679	90244752	q24.3	1	ENSG00000260528	FAM157C	FAM157C	processed_transcript
16	51679667	51681043	q12.1	1	ENSG00000224578	HNRNPA1P48	HNRNPA1P48	pseudogene
16	21549808	21550115	p12.2	1	ENSG00000271609	CTB-31N19.4		pseudogene
16	21598948	21599185	p12.2	1	ENSG00000252798	SCARNA6		snoRNA
16	21638063	21638723	p12.2	1	ENSG00000261596	CTB-31N19.3		sense_intronic
16	21653375	21653481	p12.2	1	ENSG00000207248	RNU6-1005P	RNU6-1005P	snRNA
16	21653615	21653721	p12.2	1	ENSG00000207042	RNU6-196P	RNU6-196P	snRNA
16	21805416	21807080	p12.2	-1	ENSG00000260306	RP11-645C24.5		lincRNA
16	51705147	51705474	q12.1	-1	ENSG00000223168	RN7SKP142	RN7SKP142	misc_RNA
16	51796430	51807084	q12.1	1	ENSG00000260057	RP11-7O14.1		lincRNA
16	21807951	21831731	p12.2	-1	ENSG00000248124	RRN3P1	RRN3P1	pseudogene
16	52112534	52114401	q12.1	1	ENSG00000261470	RP11-152O14.4		antisense
16	52116977	52119021	q12.1	-1	ENSG00000260268	LINC00919	LINC00919	lincRNA
16	90171503	90172724	q24.3	-1	ENSG00000260507	RP11-356C4.3		lincRNA
16	90176982	90234633	q24.3	-1	ENSG00000261172	RP11-356C4.5		lincRNA
16	848041	850733	p13.3	-1	ENSG00000127588	GNG13	GNG13	protein_coding
16	90211000	90211103	q24.3	1	ENSG00000222359	RNU6-355P	RNU6-355P	snRNA
16	29916333	29938356	p11.2	-1	ENSG00000174943	KCTD13	KCTD13	protein_coding
16	52119192	52132979	q12.1	1	ENSG00000261749	RP11-152O14.1		lincRNA
16	52231924	52261868	q12.1	-1	ENSG00000260975	RP11-142G1.3		lincRNA
16	52271994	52303352	q12.1	1	ENSG00000260478	RP11-142G1.1		lincRNA
16	855443	863861	p13.3	1	ENSG00000167945	PRR25	PRR25	protein_coding
16	903634	1031318	p13.3	-1	ENSG00000103227	LMF1	LMF1	protein_coding
16	90252405	90289086	q24.3	1	ENSG00000260923	AC137934.1		lincRNA
16	1031252	1031663	p13.3	1	ENSG00000269047	AC009041.2		protein_coding
16	1031808	1036979	p13.3	1	ENSG00000005513	SOX8	SOX8	protein_coding
16	1122756	1131454	p13.3	1	ENSG00000162009	SSTR5	SSTR5	protein_coding
16	1140005	1146244	p13.3	-1	ENSG00000184471	C1QTNF8	C1QTNF8	protein_coding
16	52289363	52289461	q12.1	-1	ENSG00000221515	AC007333.1		miRNA
16	52292476	52314211	q12.1	1	ENSG00000260887	RP11-142G1.2		lincRNA
16	52586002	52686017	q12.2	-1	ENSG00000249231	CASC16	CASC16	lincRNA
16	52641261	52647820	q12.2	1	ENSG00000260963	RP11-297L17.2		lincRNA
16	52641674	52642070	q12.2	-1	ENSG00000260393	RP11-297L17.3		lincRNA
16	52656027	52665000	q12.2	1	ENSG00000261261	RP11-297L17.4		lincRNA
16	52689216	52689962	q12.2	1	ENSG00000234337	RP11-297L17.6		pseudogene
16	52968725	52969547	q12.2	1	ENSG00000260326	RP11-467J12.1		pseudogene
16	52976051	52977376	q12.2	1	ENSG00000260258	RP11-467J12.2		pseudogene
16	53044307	53045198	q12.2	-1	ENSG00000260939	RP11-467J12.3		pseudogene
16	53069602	53086785	q12.2	-1	ENSG00000261550	RP11-467J12.4		antisense
16	29952206	29984373	p11.2	1	ENSG00000149932	TMEM219	TMEM219	protein_coding
16	53202434	53203362	q12.2	1	ENSG00000261291	RP11-295M3.2		sense_intronic
16	53284742	53284835	q12.2	-1	ENSG00000212582	Y_RNA		misc_RNA
16	53332136	53333704	q12.2	1	ENSG00000261056	RP11-454F8.2		pseudogene
16	1203241	1271771	p13.3	1	ENSG00000196557	CACNA1H	CACNA1H	protein_coding
16	53368474	53368576	q12.2	1	ENSG00000238645	snoU13		snoRNA
16	53371365	53371483	q12.2	1	ENSG00000202193	RNA5SP427	RNA5SP427	rRNA
16	53395931	53397590	q12.2	-1	ENSG00000259962	RP11-44F14.4		pseudogene
16	53398894	53406995	q12.2	-1	ENSG00000260078	RP11-44F14.1		pseudogene
16	53407405	53418657	q12.2	1	ENSG00000261804	RP11-44F14.2		lincRNA
16	53420856	53422997	q12.2	1	ENSG00000262714	RP11-44F14.8		lincRNA
16	53477140	53477244	q12.2	-1	ENSG00000252569	RNU6-1153P	RNU6-1153P	snRNA
16	53482660	53483502	q12.2	1	ENSG00000259926	RP11-44F14.5		sense_intronic
16	29984962	30003582	p11.2	1	ENSG00000149930	TAOK2	TAOK2	protein_coding
16	68263014	68272005	q22.1	-1	ENSG00000103067	ESRP2	ESRP2	protein_coding
16	21890659	21930477	p12.2	-1	ENSG00000185710	RP11-645C24.2		pseudogene
16	1271651	1275257	p13.3	-1	ENSG00000116176	TPSG1	TPSG1	protein_coding
16	1277272	1280214	p13.3	-1	ENSG00000197253	TPSB2	TPSB2	polymorphic_pseudogene
16	21900888	21900991	p12.2	-1	ENSG00000238712	snoU13		snoRNA
16	21950186	21956451	p12.2	1	ENSG00000257408	RP11-645C24.4		pseudogene
16	22009631	22010977	p12.2	1	ENSG00000260395	CTD-2649C14.1		pseudogene
16	22094577	22103552	p12.2	-1	ENSG00000260277	RP11-101E7.2		antisense
16	1290697	1292555	p13.3	1	ENSG00000172236	TPSAB1	TPSAB1	protein_coding
16	30003645	30007757	p11.2	-1	ENSG00000149929	HIRIP3	HIRIP3	protein_coding
16	68279207	68294961	q22.1	1	ENSG00000103066	PLA2G15	PLA2G15	protein_coding
16	1306060	1308532	p13.3	1	ENSG00000095917	TPSD1	TPSD1	protein_coding
16	54015141	54015824	q12.2	-1	ENSG00000261630	RP11-357N13.3		antisense
16	54032225	54033881	q12.2	-1	ENSG00000260194	RP11-357N13.2		antisense
16	54067909	54088495	q12.2	-1	ENSG00000261049	RP11-357N13.1		antisense
16	54073305	54074638	q12.2	1	ENSG00000260936	FTO-IT1	FTO-IT1	sense_intronic
16	54146970	54148378	q12.2	1	ENSG00000214696	AC007347.1		pseudogene
16	54273605	54274566	q12.2	1	ENSG00000259759	RP11-324D17.2		lincRNA
16	54399919	54404611	q12.2	-1	ENSG00000261803	RP11-434E6.2		lincRNA
16	22298029	22300059	p12.2	-1	ENSG00000261113	RP11-141O15.1		antisense
16	54583215	54583308	q12.2	-1	ENSG00000264079	AC079412.1		miRNA
16	54881159	54882145	q12.2	-1	ENSG00000261171	RP11-1136G4.1		lincRNA
16	22376442	22380368	p12.2	1	ENSG00000260635	RP11-21M24.3		antisense
16	22386180	22389501	p12.2	1	ENSG00000260790	RP11-21M24.2		antisense
16	54952775	54963101	q12.2	-1	ENSG00000245694	CRNDE	CRNDE	lincRNA
16	22393757	22418749	p12.2	1	ENSG00000230872	AC092338.5		pseudogene
16	22430090	22449036	p12.2	-1	ENSG00000257122	RRN3P3	RRN3P3	pseudogene
16	54968825	54988577	q12.2	1	ENSG00000259711	CTD-3032H12.2		lincRNA
16	54971698	54972583	q12.2	-1	ENSG00000259725	CTD-3032H12.1		lincRNA
16	1355548	1377019	p13.3	1	ENSG00000103275	UBE2I	UBE2I	protein_coding
16	55041894	55042218	q12.2	1	ENSG00000260147	CTD-3032H12.3		pseudogene
16	22448329	22503541	p12.2	1	ENSG00000237296	SMG1P1	SMG1P1	pseudogene
16	55293881	55367500	q12.2	-1	ENSG00000259283	RP11-26L20.3		antisense
16	55325293	55325587	q12.2	-1	ENSG00000239555	RN7SL841P	RN7SL841P	misc_RNA
16	55366267	55366879	q12.2	1	ENSG00000263207	RP11-26L20.4		lincRNA
16	55386633	55387000	q12.2	-1	ENSG00000240760	RPL31P56	RPL31P56	pseudogene
16	55461470	55496209	q12.2	-1	ENSG00000260135	RP11-212I21.2		lincRNA
16	30006615	30017114	p11.2	1	ENSG00000169592	INO80E	INO80E	protein_coding
16	55572112	55575939	q12.2	1	ENSG00000261997	RP11-212I21.4		lincRNA
16	55762027	55784023	q12.2	1	ENSG00000260765	CES1P2	CES1P2	pseudogene
16	55794460	55828070	q12.2	1	ENSG00000228695	CES1P1	CES1P1	pseudogene
16	68298433	68335722	q22.1	1	ENSG00000103064	SLC7A6	SLC7A6	protein_coding
16	22492795	22492898	p12.2	1	ENSG00000239172	snoU13		snoRNA
16	22557019	22588186	p12.2	1	ENSG00000257838	RP11-368J21.3		pseudogene
16	22621852	22623517	p12.2	-1	ENSG00000260973	RP11-105C19.2		lincRNA
16	22623864	22624804	p12.2	-1	ENSG00000260905	RP11-105C19.1		lincRNA
16	22647776	22648065	p12.2	-1	ENSG00000265058	RN7SL245P	RN7SL245P	misc_RNA
16	23031658	23034932	p12.2	1	ENSG00000261090	RP11-20G6.2		lincRNA
16	23072727	23075494	p12.2	-1	ENSG00000260566	RP11-20G6.3		3prime_overlapping_ncrna
16	23206199	23224425	p12.2	-1	ENSG00000260741	CTC-391G2.1		antisense
16	23424905	23425197	p12.2	-1	ENSG00000252838	RN7SKP23	RN7SKP23	misc_RNA
16	23453162	23453242	p12.2	1	ENSG00000212593	SNORA75		snoRNA
16	23457767	23458603	p12.2	-1	ENSG00000259782	CTD-2270L9.2		sense_intronic
16	23464079	23468927	p12.2	1	ENSG00000260136	CTD-2270L9.4		lincRNA
16	23512226	23512951	p12.2	1	ENSG00000261528	AC002400.1		pseudogene
16	56126899	56225006	q12.2	-1	ENSG00000246379	RP11-461O7.1		lincRNA
16	23548382	23548877	p12.2	1	ENSG00000260247	SUB1P4	SUB1P4	pseudogene
16	23579994	23581017	p12.2	1	ENSG00000260751	CTD-2196E14.6		sense_intronic
16	23617162	23635428	p12.2	1	ENSG00000261723	CTD-2196E14.3		antisense
16	23681332	23684448	p12.2	1	ENSG00000260482	CTD-2196E14.9		lincRNA
16	56143449	56170912	q12.2	1	ENSG00000260041	RP11-355E10.1		lincRNA
16	23683453	23686820	p12.2	1	ENSG00000259806	CTD-2196E14.4		lincRNA
16	23698370	23699665	p12.2	-1	ENSG00000261266	CTD-2196E14.5		antisense
16	23723311	23724114	p12.2	1	ENSG00000261583	CTD-2385L22.1		antisense
16	56217638	56220218	q12.2	-1	ENSG00000261013	CTD-2050B12.1		lincRNA
16	24247425	24264184	p12.1	1	ENSG00000260264	AC004125.3		lincRNA
16	56226526	56228430	q12.2	-1	ENSG00000261439	CTD-2050B12.2		antisense
16	56279432	56279535	q12.2	1	ENSG00000265281	MIR3935	MIR3935	miRNA
16	56334528	56336816	q12.2	1	ENSG00000260198	RP11-441F2.2		sense_intronic
16	24344736	24344868	p12.1	-1	ENSG00000201541	SNORA1		snoRNA
16	56385798	56387436	q12.2	-1	ENSG00000272372	RP11-441F2.5		antisense
16	24411377	24411438	p12.1	-1	ENSG00000239081	RNU7-24P	RNU7-24P	snRNA
16	24450309	24450408	p12.1	1	ENSG00000264465	AC008938.1		miRNA
16	56443232	56445595	q12.2	1	ENSG00000260621	RP11-413H22.2		antisense
16	24484119	24506498	p12.1	-1	ENSG00000260072	CTD-2313J23.1		lincRNA
16	56643413	56645287	q12.2	-1	ENSG00000260823	RP11-249C24.10		lincRNA
16	24621587	24652278	p12.1	1	ENSG00000259888	CTD-2540M10.1		lincRNA
16	24672743	24682383	p12.1	-1	ENSG00000224310	AC012317.1		lincRNA
16	56651388	56652730	q12.2	1	ENSG00000260549	MT1L	MT1L	pseudogene
16	24814772	24831060	p12.1	-1	ENSG00000261669	CTD-2515A14.1		antisense
16	24930714	24932325	p12.1	-1	ENSG00000256439	AC008731.1		pseudogene
16	25027299	25032344	p12.1	1	ENSG00000260714	RP11-266L9.1		pseudogene
16	56669651	56670998	q12.2	1	ENSG00000255986	MT1JP	MT1JP	pseudogene
16	25043202	25069430	p12.1	1	ENSG00000262587	RP11-266L9.4		pseudogene
16	25078258	25080264	p12.1	1	ENSG00000262155	RP11-266L9.5		lincRNA
16	25080891	25081430	p12.1	1	ENSG00000271105	SCML2P2	SCML2P2	pseudogene
16	25082811	25084048	p12.1	-1	ENSG00000263326	RP11-266L9.6		pseudogene
16	25096913	25122876	p12.1	-1	ENSG00000260448	RP11-449H11.1		lincRNA
16	56677617	56678698	q12.2	1	ENSG00000205361	MT1DP	MT1DP	pseudogene
16	25104708	25106576	p12.1	1	ENSG00000262700	RP11-266L9.3		pseudogene
16	25151898	25160353	p12.1	-1	ENSG00000260034	RP11-266L9.2		antisense
16	1383602	1399439	p13.3	1	ENSG00000007516	BAIAP3	BAIAP3	protein_coding
16	25196528	25196808	p12.1	1	ENSG00000266166	RN7SL557P	RN7SL557P	misc_RNA
16	25249639	25250608	p12.1	1	ENSG00000259955	CTD-2547G23.2		antisense
16	25431135	25435490	p12.1	-1	ENSG00000261636	CTA-249B10.1		lincRNA
16	25465660	25465968	p12.1	-1	ENSG00000260690	CYCSP39	CYCSP39	pseudogene
16	30016830	30034591	p11.2	-1	ENSG00000149927	DOC2A	DOC2A	protein_coding
16	56682160	56683426	q12.2	1	ENSG00000205360	MT1CP	MT1CP	pseudogene
16	68318406	68344849	q22.1	-1	ENSG00000103061	SLC7A6OS	SLC7A6OS	protein_coding
16	56682793	56686548	q12.2	1	ENSG00000259923	RP11-249C24.11		processed_transcript
16	56716382	56721719	q13	1	ENSG00000259827	RP11-343H19.2		processed_transcript
16	56720763	56721964	q13	1	ENSG00000261429	DPPA2P4	DPPA2P4	pseudogene
16	56742684	56763880	q13	-1	ENSG00000261302	RP11-343H19.1		antisense
16	56892430	56892513	q13	1	ENSG00000207649	MIR138-2	MIR138-2	miRNA
16	56940446	56940868	q13	1	ENSG00000243988	RPS24P17	RPS24P17	pseudogene
16	56974190	56975254	q13	1	ENSG00000261270	RP11-325K4.3		sense_intronic
16	56974940	56975638	q13	1	ENSG00000261114	RP11-325K4.2		sense_intronic
16	68344877	68392466	q22.1	1	ENSG00000132600	PRMT7	PRMT7	protein_coding
16	25836031	25837651	p12.1	-1	ENSG00000260255	RP11-185O21.1		pseudogene
16	26036558	26036631	p12.1	1	ENSG00000265005	MIR548W	MIR548W	miRNA
16	26040233	26040346	p12.1	1	ENSG00000199929	RNA5SP405	RNA5SP405	rRNA
16	26043860	26044132	p12.1	-1	ENSG00000230330	HMGN2P3	HMGN2P3	pseudogene
16	26074071	26074418	p12.1	-1	ENSG00000237140	HSPE1P16	HSPE1P16	pseudogene
16	26329428	26345749	p12.1	1	ENSG00000231876	AC009158.1		lincRNA
16	56991177	56991273	q13	1	ENSG00000263441	AC012181.1		miRNA
16	57046983	57048012	q13	-1	ENSG00000259922	RP11-322D14.1		pseudogene
16	57086417	57092409	q13	-1	ENSG00000260145	RP11-322D14.2		antisense
16	26366117	26369676	p12.1	-1	ENSG00000228480	AC130464.1		pseudogene
16	57125125	57126215	q13	-1	ENSG00000260148	RP11-407G23.1		antisense
16	57281262	57282404	q13	1	ENSG00000260038	RP11-407G23.4		sense_intronic
16	57282459	57286664	q13	-1	ENSG00000260946	RP11-407G23.3		antisense
16	57355264	57356029	q13	1	ENSG00000260965	CTC-661I16.1		pseudogene
16	26596076	26606134	p12.1	-1	ENSG00000236481	AC002331.1		lincRNA
16	57366291	57366511	q13	-1	ENSG00000271456	CTC-661I16.2		pseudogene
16	26733195	26740447	p12.1	1	ENSG00000260580	RP11-142A12.1		lincRNA
16	26747550	26747638	p12.1	1	ENSG00000264935	AC009035.1		miRNA
16	57494967	57496649	q21	1	ENSG00000260345	AC009052.12		processed_transcript
16	27078028	27080486	p12.1	1	ENSG00000234186	C16orf82	C16orf82	lincRNA
16	57637049	57637609	q21	1	ENSG00000260828	HMGB3P32	HMGB3P32	pseudogene
16	27078249	27079179	p12.1	-1	ENSG00000261482	RP11-673P17.2		antisense
16	57655946	57665559	q21	-1	ENSG00000261633	RP11-405F3.5		antisense
16	27144804	27146500	p12.1	-1	ENSG00000261557	EEF1A1P38	EEF1A1P38	pseudogene
16	57715036	57735642	q21	-1	ENSG00000260467	RP11-405F3.4		antisense
16	27169775	27187908	p12.1	-1	ENSG00000261045	RP11-673P17.4		lincRNA
16	27224631	27226314	p12.1	-1	ENSG00000259940	CTD-3203P2.1		antisense
16	27458990	27464714	p12.1	-1	ENSG00000259954	IL21R-AS1	IL21R-AS1	antisense
16	1399241	1401912	p13.3	-1	ENSG00000007520	TSR3	TSR3	protein_coding
16	27654520	27655984	p12.1	1	ENSG00000261736	AC002551.1		sense_intronic
16	27673221	27673339	p12.1	1	ENSG00000221528	AC016597.1		miRNA
16	27690261	27730104	p12.1	-1	ENSG00000261329	CTD-2049O4.1		antisense
16	27733605	27733713	p12.1	-1	ENSG00000201371	Y_RNA		misc_RNA
16	27874572	27874677	p12.1	1	ENSG00000212382	RNU6-159P	RNU6-159P	snRNA
16	28009616	28009722	p12.1	-1	ENSG00000207266	RNU6-1241P	RNU6-1241P	snRNA
16	28122494	28122968	p11.2	-1	ENSG00000260452	TPRKBP2	TPRKBP2	pseudogene
16	28190419	28190544	p11.2	1	ENSG00000200652	SNORA25		snoRNA
16	28194639	28194751	p11.2	1	ENSG00000200138	Y_RNA		misc_RNA
16	28251014	28251989	p11.2	-1	ENSG00000250982	RP11-159J3.1		pseudogene
16	57747694	57748869	q21	1	ENSG00000260438	RP11-405F3.2		pseudogene
16	57864440	57864546	q21	-1	ENSG00000206833	RNU6-20P	RNU6-20P	snRNA
16	57908288	57908434	q21	-1	ENSG00000265209	AC010543.1		miRNA
16	58116972	58117072	q21	-1	ENSG00000207173	Y_RNA		misc_RNA
16	58125957	58126851	q21	-1	ENSG00000261151	RP11-332G1.1		pseudogene
16	58150789	58153257	q21	1	ENSG00000260545	CTB-134F13.1		antisense
16	58163433	58193037	q21	1	ENSG00000260927	RP11-459F6.3		antisense
16	1401924	1413352	p13.3	1	ENSG00000090581	GNPTG	GNPTG	protein_coding
16	30034655	30039057	p11.2	1	ENSG00000167194	C16orf92	C16orf92	protein_coding
16	30035748	30064299	p11.2	-1	ENSG00000149926	FAM57B	FAM57B	protein_coding
16	28296206	28303385	p11.2	-1	ENSG00000246465	RP11-57A19.2		lincRNA
16	28376021	28376654	p11.2	1	ENSG00000271623	RP11-435I10.5		pseudogene
16	28425024	28426339	p11.2	1	ENSG00000261089	RP11-435I10.3		pseudogene
16	28453987	28454090	p11.2	1	ENSG00000238703	snoU13		snoRNA
16	28465462	28465832	p11.2	-1	ENSG00000270118	RP11-57A19.5		lincRNA
16	28559652	28559979	p11.2	-1	ENSG00000271495	RP11-666O2.1		pseudogene
16	28671017	28752102	p11.2	-1	ENSG00000261419	RP11-57A19.4		pseudogene
16	28683554	28683657	p11.2	-1	ENSG00000238684	snoU13		snoRNA
16	28711615	28712861	p11.2	-1	ENSG00000259982	CDC37P1	CDC37P1	pseudogene
16	28761280	28761916	p11.2	-1	ENSG00000270424	RP11-1348G14.6		pseudogene
16	28797731	28797834	p11.2	-1	ENSG00000238352	snoU13		snoRNA
16	28814097	28829149	p11.2	1	ENSG00000251417	RP11-1348G14.4		lincRNA
16	28825301	28825994	p11.2	-1	ENSG00000240634	RP11-1348G14.1		pseudogene
16	28831891	28833354	p11.2	-1	ENSG00000260796	RP11-1348G14.5		antisense
16	28841933	28848521	p11.2	-1	ENSG00000260570	RP11-24N18.1		antisense
16	28855240	28855328	p11.2	-1	ENSG00000264455	MIR4721	MIR4721	miRNA
16	28873487	28874661	p11.2	-1	ENSG00000261766	RP11-22P6.2		antisense
16	28890278	28891241	p11.2	-1	ENSG00000260442	RP11-22P6.3		antisense
16	28892801	28892928	p11.2	-1	ENSG00000252461	SNORA43		snoRNA
16	28968008	28978204	p11.2	-1	ENSG00000260853	RP11-264B17.2		antisense
16	1413206	1464752	p13.3	-1	ENSG00000059145	UNKL	UNKL	protein_coding
16	1469745	1479345	p13.3	-1	ENSG00000174109	C16orf91	C16orf91	protein_coding
16	1484384	1494557	p13.3	-1	ENSG00000197599	CCDC154	CCDC154	protein_coding
16	58231016	58251709	q21	1	ENSG00000260867	RP11-459F6.1		antisense
16	58233474	58233740	q21	-1	ENSG00000240863	RN7SL645P	RN7SL645P	misc_RNA
16	58315593	58316079	q21	1	ENSG00000203343	AC009107.1		pseudogene
16	68392231	68482591	q22.1	-1	ENSG00000103056	SMPD3	SMPD3	protein_coding
16	58411956	58412052	q21	-1	ENSG00000212379	RNU6-269P	RNU6-269P	snRNA
16	58416893	58417702	q21	-1	ENSG00000261078	RP11-481J2.1		antisense
16	58418346	58418446	q21	-1	ENSG00000252271	RNU6-1110P	RNU6-1110P	snRNA
16	58455230	58496374	q21	1	ENSG00000260186	RP11-481J2.2		lincRNA
16	58530812	58530918	q21	1	ENSG00000200556	RNU6-103P	RNU6-103P	snRNA
16	58582403	58582537	q21	-1	ENSG00000207493	SNORA46	SNORA46	snoRNA
16	58593700	58593835	q21	-1	ENSG00000206952	SNORA50	SNORA50	snoRNA
16	58631493	58631849	q21	-1	ENSG00000260865	CTA-331F8.1		pseudogene
16	58652579	58652668	q21	1	ENSG00000239121	snoU13		snoRNA
16	58767816	59142878	q21	1	ENSG00000245768	RP11-410D17.2		lincRNA
16	1494935	1525581	p13.3	-1	ENSG00000103249	CLCN7	CLCN7	protein_coding
16	58778155	58778261	q21	-1	ENSG00000200424	RNU6-1155P	RNU6-1155P	snRNA
16	58804428	58804722	q21	1	ENSG00000244003	RN7SL143P	RN7SL143P	misc_RNA
16	58810444	58811467	q21	1	ENSG00000260451	GEMIN8P2	GEMIN8P2	pseudogene
16	58859795	58860272	q21	1	ENSG00000242423	RP11-451N19.1		pseudogene
16	58881711	58914117	q21	-1	ENSG00000261638	RP11-700H13.1		lincRNA
16	59122741	59122995	q21	1	ENSG00000244043	RPS27P27	RPS27P27	pseudogene
16	59200855	59201056	q21	-1	ENSG00000261144	RP11-102D18.1		pseudogene
16	59448677	59448749	q21	1	ENSG00000238601	AC040163.1		miRNA
16	59574030	59574170	q21	1	ENSG00000200062	RNU4-58P	RNU4-58P	snRNA
16	59689506	59690240	q21	1	ENSG00000270222	RP11-105C20.3		pseudogene
16	59788365	59788930	q21	-1	ENSG00000260013	APOOP5	APOOP5	pseudogene
16	59889257	60087875	q21	1	ENSG00000261807	RP11-430C1.1		lincRNA
16	60058482	60059045	q21	-1	ENSG00000261278	RP11-430C1.2		pseudogene
16	60391118	60391378	q21	1	ENSG00000261590	RP11-457D20.1		pseudogene
16	60393746	60476149	q21	1	ENSG00000261436	RP11-354I13.2		lincRNA
16	28969904	28969982	p11.2	1	ENSG00000266868	MIR4517	MIR4517	miRNA
16	30064411	30081778	p11.2	1	ENSG00000149925	ALDOA	ALDOA	protein_coding
16	28986125	29002096	p11.2	1	ENSG00000261067	RP11-264B17.3		processed_transcript
16	28986294	28990145	p11.2	-1	ENSG00000260367	RP11-264B17.4		antisense
16	29000461	29002099	p11.2	-1	ENSG00000261552	RP11-264B17.5		antisense
16	29065053	29119429	p11.2	-1	ENSG00000260908	CTB-134H23.3		pseudogene
16	29077576	29077679	p11.2	-1	ENSG00000238699	snoU13		snoRNA
16	29086163	29128039	p11.2	1	ENSG00000103472	RRN3P2	RRN3P2	pseudogene
16	1535887	1538982	p13.3	-1	ENSG00000251692	PTX4	PTX4	protein_coding
16	1543345	1560458	p13.3	1	ENSG00000100726	TELO2	TELO2	protein_coding
16	60463552	60463637	q21	-1	ENSG00000265167	AC009081.1		miRNA
16	60520723	60557154	q21	-1	ENSG00000261310	RP11-354I13.1		lincRNA
16	60688139	60690553	q21	-1	ENSG00000259844	GNPATP	GNPATP	pseudogene
16	60803883	60803987	q21	1	ENSG00000265127	AC009080.1		miRNA
16	60959637	60962445	q21	-1	ENSG00000261178	RP11-90K18.1		pseudogene
16	61089303	61089868	q21	-1	ENSG00000224631	RP11-51O6.1		pseudogene
16	61725660	61727654	q21	-1	ENSG00000260600	RP11-109D24.1		sense_intronic
16	61777058	61777380	q21	-1	ENSG00000201289	RN7SKP76	RN7SKP76	misc_RNA
16	61952225	61974601	q21	1	ENSG00000260115	CTC-420A11.2		antisense
16	62221444	62221550	q21	-1	ENSG00000207441	RNU6-21P	RNU6-21P	snRNA
16	62391275	62391650	q21	1	ENSG00000237901	AC009161.1		pseudogene
16	62438155	62438258	q21	1	ENSG00000238507	snoU13		snoRNA
16	62630276	62632353	q21	1	ENSG00000231589	AC009110.1		lincRNA
16	62842126	62842610	q21	-1	ENSG00000260332	RP11-50O21.1		pseudogene
16	62859865	62859952	q21	-1	ENSG00000223123	AC010546.1		miRNA
16	63090690	63163558	q21	-1	ENSG00000261502	RP11-96H17.1		processed_transcript
16	63100430	63100894	q21	-1	ENSG00000269986	RP11-96H17.3		sense_intronic
16	63214514	63214975	q21	-1	ENSG00000261199	UBE2FP2	UBE2FP2	pseudogene
16	63348168	63651950	q21	-1	ENSG00000260658	RP11-368L12.1		lincRNA
16	63384667	63385053	q21	-1	ENSG00000241808	RPS15AP34	RPS15AP34	pseudogene
16	63402748	63403360	q21	1	ENSG00000261743	RP11-2K6.2		lincRNA
16	63737387	63737569	q21	1	ENSG00000259864	RP11-370P15.1		pseudogene
16	63764181	63788661	q21	1	ENSG00000261014	RP11-370P15.2		lincRNA
16	63969682	63970810	q21	1	ENSG00000261653	RP11-21L1.1		lincRNA
16	64189073	64190478	q21	1	ENSG00000260715	RP11-744D14.2		lincRNA
16	64276512	64377813	q21	-1	ENSG00000261028	AC012322.1		lincRNA
16	64294474	64295143	q21	-1	ENSG00000260668	RP11-744D14.1		pseudogene
16	64398684	64634150	q21	1	ENSG00000259846	RP11-467L24.1		lincRNA
